Gene,TCGA_Present,CGGA_Present,Is_Target
SCML2,TRUE,TRUE,FALSE
SLC35A2,TRUE,TRUE,FALSE
PQBP1,TRUE,TRUE,FALSE
PCSK1N,TRUE,TRUE,FALSE
EMD,TRUE,TRUE,FALSE
TAZ,TRUE,TRUE,FALSE
RAB40AL,TRUE,TRUE,FALSE
PGK1,TRUE,TRUE,FALSE
GATA1,TRUE,TRUE,FALSE
MAGT1,TRUE,TRUE,FALSE
SMS,TRUE,TRUE,FALSE
PHEX,TRUE,TRUE,FALSE
UBL4A,TRUE,TRUE,FALSE
CD99L2,TRUE,TRUE,FALSE
EEA1,TRUE,TRUE,FALSE
RP2,TRUE,TRUE,FALSE
CDK16,TRUE,TRUE,FALSE
USP11,TRUE,TRUE,FALSE
PCYT1B,TRUE,TRUE,FALSE
BRS3,TRUE,TRUE,FALSE
HTATSF1,TRUE,TRUE,FALSE
CD40LG,TRUE,TRUE,FALSE
TIMP1,TRUE,TRUE,FALSE
KLHL4,TRUE,TRUE,FALSE
GABRE,TRUE,TRUE,FALSE
PCDH11X,TRUE,TRUE,FALSE
FGD1,TRUE,TRUE,FALSE
PIN4,TRUE,TRUE,FALSE
PORCN,TRUE,TRUE,FALSE
MAGED2,TRUE,TRUE,FALSE
RBM3,TRUE,TRUE,FALSE
KLF8,TRUE,TRUE,FALSE
SRPX2,TRUE,TRUE,FALSE
SYTL4,TRUE,TRUE,FALSE
ZDHHC15,TRUE,TRUE,FALSE
CENPI,TRUE,TRUE,FALSE
DRP2,TRUE,TRUE,FALSE
TAF7L,TRUE,TRUE,FALSE
PBDC1,TRUE,TRUE,FALSE
GLA,TRUE,TRUE,FALSE
ARMCX3,TRUE,TRUE,FALSE
BEX4,TRUE,TRUE,FALSE
NALCN,TRUE,TRUE,FALSE
FGF14,TRUE,TRUE,FALSE
HTR2A,TRUE,TRUE,FALSE
NDFIP2,TRUE,TRUE,FALSE
TNFSF13B,TRUE,TRUE,FALSE
FNDC3A,TRUE,TRUE,FALSE
MLNR,TRUE,TRUE,FALSE
CDADC1,TRUE,TRUE,FALSE
CAB39L,TRUE,TRUE,FALSE
KLF5,TRUE,TRUE,FALSE
STK24,TRUE,TRUE,FALSE
ACP5,TRUE,TRUE,FALSE
DNAJC3,TRUE,TRUE,FALSE
UGGT2,TRUE,TRUE,FALSE
ARHGEF7,TRUE,TRUE,FALSE
FGF9,TRUE,TRUE,FALSE
SGCG,TRUE,TRUE,FALSE
PARP4,TRUE,TRUE,FALSE
SUPT20H,TRUE,TRUE,FALSE
SLC25A15,TRUE,TRUE,FALSE
KPNA3,TRUE,TRUE,FALSE
FLT1,TRUE,TRUE,FALSE
RGCC,TRUE,TRUE,FALSE
VWA8,TRUE,TRUE,FALSE
DGKH,TRUE,TRUE,FALSE
KATNAL1,TRUE,TRUE,FALSE
INTS6,TRUE,TRUE,FALSE
DHRS12,TRUE,TRUE,FALSE
MEDAG,TRUE,TRUE,FALSE
TSC22D1,TRUE,TRUE,FALSE
CLN5,TRUE,TRUE,FALSE
OLFM4,TRUE,TRUE,FALSE
MSLN,TRUE,TRUE,FALSE
MGRN1,TRUE,TRUE,FALSE
ZNF629,TRUE,TRUE,FALSE
TRADD,TRUE,TRUE,FALSE
HSF4,TRUE,TRUE,FALSE
CORO1A,TRUE,TRUE,FALSE
MAPK3,TRUE,TRUE,FALSE
GDPD3,TRUE,TRUE,FALSE
ELMO3,TRUE,TRUE,FALSE
PHKB,TRUE,TRUE,FALSE
LYRM1,TRUE,TRUE,FALSE
NUTF2,TRUE,TRUE,FALSE
NUP93,TRUE,TRUE,FALSE
CENPT,TRUE,TRUE,FALSE
TSNAXIP1,TRUE,TRUE,FALSE
NFAT5,TRUE,TRUE,FALSE
LONP2,TRUE,TRUE,FALSE
N4BP1,TRUE,TRUE,FALSE
CBLN1,TRUE,TRUE,FALSE
ARL2BP,TRUE,TRUE,FALSE
PLLP,TRUE,TRUE,FALSE
ZNF423,TRUE,TRUE,FALSE
CCL22,TRUE,TRUE,FALSE
DHODH,TRUE,TRUE,FALSE
CCL17,TRUE,TRUE,FALSE
CTCF,TRUE,TRUE,FALSE
ACD,TRUE,TRUE,FALSE
POLR2C,TRUE,TRUE,FALSE
PARD6A,TRUE,TRUE,FALSE
ZNF821,TRUE,TRUE,FALSE
MMP15,TRUE,TRUE,FALSE
USB1,TRUE,TRUE,FALSE
CYB5B,TRUE,TRUE,FALSE
CCDC113,TRUE,TRUE,FALSE
PRSS54,TRUE,TRUE,FALSE
NME3,TRUE,TRUE,FALSE
NDRG4,TRUE,TRUE,FALSE
PSMD7,TRUE,TRUE,FALSE
SETD6,TRUE,TRUE,FALSE
SLC38A7,TRUE,TRUE,FALSE
VAC14,TRUE,TRUE,FALSE
HAS3,TRUE,TRUE,FALSE
TANGO6,TRUE,TRUE,FALSE
COG4,TRUE,TRUE,FALSE
SMPD3,TRUE,TRUE,FALSE
SLC7A6OS,TRUE,TRUE,FALSE
SLC7A6,TRUE,TRUE,FALSE
PLA2G15,TRUE,TRUE,FALSE
ESRP2,TRUE,TRUE,FALSE
FA2H,TRUE,TRUE,FALSE
WDR59,TRUE,TRUE,FALSE
MON1B,TRUE,TRUE,FALSE
CMC2,TRUE,TRUE,FALSE
AXIN1,TRUE,TRUE,FALSE
HCFC1R1,TRUE,TRUE,FALSE
NPRL3,TRUE,TRUE,FALSE
MLYCD,TRUE,TRUE,FALSE
MPG,TRUE,TRUE,FALSE
NECAB2,TRUE,TRUE,FALSE
HSDL1,TRUE,TRUE,FALSE
TAF1C,TRUE,TRUE,FALSE
NAGPA,TRUE,TRUE,FALSE
WFDC1,TRUE,TRUE,FALSE
SEC14L5,TRUE,TRUE,FALSE
COTL1,TRUE,TRUE,FALSE
USP10,TRUE,TRUE,FALSE
CRISPLD2,TRUE,TRUE,FALSE
TSC2,TRUE,TRUE,FALSE
ZNF500,TRUE,TRUE,FALSE
NME4,TRUE,TRUE,FALSE
ABCC1,TRUE,TRUE,FALSE
NOMO3,TRUE,TRUE,FALSE
LMF1,TRUE,TRUE,FALSE
FOXF1,TRUE,TRUE,FALSE
MTHFSD,TRUE,TRUE,FALSE
CLCN7,TRUE,TRUE,FALSE
HAGHL,TRUE,TRUE,FALSE
SLC7A5,TRUE,TRUE,FALSE
METRN,TRUE,TRUE,FALSE
FBXO31,TRUE,TRUE,FALSE
STUB1,TRUE,TRUE,FALSE
RHBDL1,TRUE,TRUE,FALSE
NUBP1,TRUE,TRUE,FALSE
UBE2I,TRUE,TRUE,FALSE
MEFV,TRUE,TRUE,FALSE
CRYM,TRUE,TRUE,FALSE
EEF2K,TRUE,TRUE,FALSE
CAPN15,TRUE,TRUE,FALSE
PIEZO1,TRUE,TRUE,FALSE
GSPT1,TRUE,TRUE,FALSE
ZNF174,TRUE,TRUE,FALSE
CLUAP1,TRUE,TRUE,FALSE
UBFD1,TRUE,TRUE,FALSE
PRSS33,TRUE,TRUE,FALSE
EARS2,TRUE,TRUE,FALSE
GGA2,TRUE,TRUE,FALSE
AQP8,TRUE,TRUE,FALSE
CPPED1,TRUE,TRUE,FALSE
USP31,TRUE,TRUE,FALSE
HMOX2,TRUE,TRUE,FALSE
DNAJA3,TRUE,TRUE,FALSE
BFAR,TRUE,TRUE,FALSE
SALL1,TRUE,TRUE,FALSE
TOX3,TRUE,TRUE,FALSE
RRN3P2,TRUE,TRUE,FALSE
RBL2,TRUE,TRUE,FALSE
QPRT,TRUE,TRUE,FALSE
XYLT1,TRUE,TRUE,FALSE
PYCARD,TRUE,TRUE,FALSE
RPGRIP1L,TRUE,TRUE,FALSE
MAZ,TRUE,TRUE,FALSE
STX4,TRUE,TRUE,FALSE
CDIPT,TRUE,TRUE,FALSE
BCKDK,TRUE,TRUE,FALSE
KAT8,TRUE,TRUE,FALSE
NOMO1,TRUE,TRUE,FALSE
IL21R,TRUE,TRUE,FALSE
SYT17,TRUE,TRUE,FALSE
TMC5,TRUE,TRUE,FALSE
CCP110,TRUE,TRUE,FALSE
RNF40,TRUE,TRUE,FALSE
KNOP1,TRUE,TRUE,FALSE
AQP9,TRUE,TRUE,FALSE
AAGAB,TRUE,TRUE,FALSE
IQCH,TRUE,TRUE,FALSE
LACTB,TRUE,TRUE,FALSE
CORO2B,TRUE,TRUE,FALSE
CSK,TRUE,TRUE,FALSE
HERC1,TRUE,TRUE,FALSE
TRIP4,TRUE,TRUE,FALSE
MTFMT,TRUE,TRUE,FALSE
RASL12,TRUE,TRUE,FALSE
AP3B2,TRUE,TRUE,FALSE
ACSBG1,TRUE,TRUE,FALSE
IGDCC4,TRUE,TRUE,FALSE
RAB11A,TRUE,TRUE,FALSE
CTSH,TRUE,TRUE,FALSE
TTC23,TRUE,TRUE,FALSE
CD276,TRUE,TRUE,FALSE
FAH,TRUE,TRUE,FALSE
RPAP1,TRUE,TRUE,FALSE
HOMER2,TRUE,TRUE,FALSE
EHD4,TRUE,TRUE,FALSE
TMEM87A,TRUE,TRUE,FALSE
ZNF106,TRUE,TRUE,FALSE
CEP152,TRUE,TRUE,FALSE
ATP8B4,TRUE,TRUE,FALSE
OCA2,TRUE,TRUE,FALSE
DTWD1,TRUE,TRUE,FALSE
TGM5,TRUE,TRUE,FALSE
FAM189A1,TRUE,TRUE,FALSE
GABPB1,TRUE,TRUE,FALSE
TJP1,TRUE,TRUE,FALSE
BMF,TRUE,TRUE,FALSE
DMXL2,TRUE,TRUE,FALSE
SCG3,TRUE,TRUE,FALSE
DNAJC17,TRUE,TRUE,FALSE
EIF3J,TRUE,TRUE,FALSE
SPG11,TRUE,TRUE,FALSE
RHOV,TRUE,TRUE,FALSE
VPS18,TRUE,TRUE,FALSE
OIP5,TRUE,TRUE,FALSE
SLC30A4,TRUE,TRUE,FALSE
BLOC1S6,TRUE,TRUE,FALSE
MYEF2,TRUE,TRUE,FALSE
SGK3,TRUE,TRUE,FALSE
PDGFRL,TRUE,TRUE,FALSE
CSPP1,TRUE,TRUE,FALSE
ZDHHC2,TRUE,TRUE,FALSE
BRF2,TRUE,TRUE,FALSE
TRIM35,TRUE,TRUE,FALSE
ZFAND1,TRUE,TRUE,FALSE
CA2,TRUE,TRUE,FALSE
FZD3,TRUE,TRUE,FALSE
INTS9,TRUE,TRUE,FALSE
RIPK2,TRUE,TRUE,FALSE
EYA1,TRUE,TRUE,FALSE
NBN,TRUE,TRUE,FALSE
TRPA1,TRUE,TRUE,FALSE
CPQ,TRUE,TRUE,FALSE
DECR1,TRUE,TRUE,FALSE
CALB1,TRUE,TRUE,FALSE
SFRP1,TRUE,TRUE,FALSE
LAPTM4B,TRUE,TRUE,FALSE
UBE2W,TRUE,TRUE,FALSE
POP1,TRUE,TRUE,FALSE
NIPAL2,TRUE,TRUE,FALSE
IKBKB,TRUE,TRUE,FALSE
PLAT,TRUE,TRUE,FALSE
JPH1,TRUE,TRUE,FALSE
STK3,TRUE,TRUE,FALSE
GDAP1,TRUE,TRUE,FALSE
RAB2A,TRUE,TRUE,FALSE
EIF3E,TRUE,TRUE,FALSE
EMC2,TRUE,TRUE,FALSE
NDRG1,TRUE,TRUE,FALSE
ZC2HC1A,TRUE,TRUE,FALSE
IL7,TRUE,TRUE,FALSE
STMN2,TRUE,TRUE,FALSE
ARMC1,TRUE,TRUE,FALSE
TRPS1,TRUE,TRUE,FALSE
SPAG1,TRUE,TRUE,FALSE
CHRAC1,TRUE,TRUE,FALSE
NCALD,TRUE,TRUE,FALSE
SNX16,TRUE,TRUE,FALSE
UBR5,TRUE,TRUE,FALSE
GSDMD,TRUE,TRUE,FALSE
EEF1D,TRUE,TRUE,FALSE
ANXA13,TRUE,TRUE,FALSE
SQLE,TRUE,TRUE,FALSE
SH2D4A,TRUE,TRUE,FALSE
INTS10,TRUE,TRUE,FALSE
ERI1,TRUE,TRUE,FALSE
SLC39A14,TRUE,TRUE,FALSE
MTMR9,TRUE,TRUE,FALSE
LEPROTL1,TRUE,TRUE,FALSE
DCTN6,TRUE,TRUE,FALSE
R3HCC1,TRUE,TRUE,FALSE
GSR,TRUE,TRUE,FALSE
TNFRSF10A,TRUE,TRUE,FALSE
UBXN8,TRUE,TRUE,FALSE
PPP2CB,TRUE,TRUE,FALSE
ERICH1,TRUE,TRUE,FALSE
NEFM,TRUE,TRUE,FALSE
TUSC3,TRUE,TRUE,FALSE
ARHGEF10,TRUE,TRUE,FALSE
KLHDC4,TRUE,TRUE,FALSE
MCM4,TRUE,TRUE,FALSE
KCTD9,TRUE,TRUE,FALSE
FGL1,TRUE,TRUE,FALSE
ASAH1,TRUE,TRUE,FALSE
BNIP3L,TRUE,TRUE,FALSE
MAN2B1,TRUE,TRUE,FALSE
KCNN4,TRUE,TRUE,FALSE
TULP2,TRUE,TRUE,FALSE
NUCB1,TRUE,TRUE,FALSE
DHDH,TRUE,TRUE,FALSE
GYS1,TRUE,TRUE,FALSE
MAP4K1,TRUE,TRUE,FALSE
ECH1,TRUE,TRUE,FALSE
HNRNPL,TRUE,TRUE,FALSE
NFKBIB,TRUE,TRUE,FALSE
LHB,TRUE,TRUE,FALSE
TUBB4A,TRUE,TRUE,FALSE
SARS2,TRUE,TRUE,FALSE
SNRNP70,TRUE,TRUE,FALSE
CLPTM1,TRUE,TRUE,FALSE
RELB,TRUE,TRUE,FALSE
CLASRP,TRUE,TRUE,FALSE
LIN7B,TRUE,TRUE,FALSE
PPP1R37,TRUE,TRUE,FALSE
FCGRT,TRUE,TRUE,FALSE
PIH1D1,TRUE,TRUE,FALSE
CKM,TRUE,TRUE,FALSE
ARHGEF18,TRUE,TRUE,FALSE
PPP1R13L,TRUE,TRUE,FALSE
PEX11G,TRUE,TRUE,FALSE
ERCC2,TRUE,TRUE,FALSE
DOT1L,TRUE,TRUE,FALSE
PLEKHJ1,TRUE,TRUE,FALSE
SLC17A7,TRUE,TRUE,FALSE
RNASEH2A,TRUE,TRUE,FALSE
KLC3,TRUE,TRUE,FALSE
CD37,TRUE,TRUE,FALSE
SF3A2,TRUE,TRUE,FALSE
AMH,TRUE,TRUE,FALSE
DKKL1,TRUE,TRUE,FALSE
LYL1,TRUE,TRUE,FALSE
OAZ1,TRUE,TRUE,FALSE
TRMT1,TRUE,TRUE,FALSE
STX10,TRUE,TRUE,FALSE
RETN,TRUE,TRUE,FALSE
FCER2,TRUE,TRUE,FALSE
DMPK,TRUE,TRUE,FALSE
RSPH6A,TRUE,TRUE,FALSE
TBC1D17,TRUE,TRUE,FALSE
IL4I1,TRUE,TRUE,FALSE
TLE6,TRUE,TRUE,FALSE
CCDC130,TRUE,TRUE,FALSE
PTOV1,TRUE,TRUE,FALSE
NOVA2,TRUE,TRUE,FALSE
SGTA,TRUE,TRUE,FALSE
LILRB1,TRUE,TRUE,FALSE
MED25,TRUE,TRUE,FALSE
LILRA1,TRUE,TRUE,FALSE
SNAPC2,TRUE,TRUE,FALSE
TIMM44,TRUE,TRUE,FALSE
CCDC61,TRUE,TRUE,FALSE
IL27RA,TRUE,TRUE,FALSE
ASF1B,TRUE,TRUE,FALSE
TNNT1,TRUE,TRUE,FALSE
VRK3,TRUE,TRUE,FALSE
FAM32A,TRUE,TRUE,FALSE
PPP6R1,TRUE,TRUE,FALSE
MED26,TRUE,TRUE,FALSE
OLFM2,TRUE,TRUE,FALSE
RASAL3,TRUE,TRUE,FALSE
AKAP8,TRUE,TRUE,FALSE
EPHX3,TRUE,TRUE,FALSE
ILVBL,TRUE,TRUE,FALSE
ZNF419,TRUE,TRUE,FALSE
SYDE1,TRUE,TRUE,FALSE
SLC1A6,TRUE,TRUE,FALSE
AURKC,TRUE,TRUE,FALSE
POP4,TRUE,TRUE,FALSE
CCNE1,TRUE,TRUE,FALSE
URI1,TRUE,TRUE,FALSE
PDCD5,TRUE,TRUE,FALSE
ANKRD27,TRUE,TRUE,FALSE
TIMM50,TRUE,TRUE,FALSE
FBL,TRUE,TRUE,FALSE
DYRK1B,TRUE,TRUE,FALSE
GPI,TRUE,TRUE,FALSE
AKT2,TRUE,TRUE,FALSE
PLD3,TRUE,TRUE,FALSE
PRX,TRUE,TRUE,FALSE
PIAS4,TRUE,TRUE,FALSE
NUMBL,TRUE,TRUE,FALSE
EBI3,TRUE,TRUE,FALSE
SHD,TRUE,TRUE,FALSE
TBCB,TRUE,TRUE,FALSE
FSD1,TRUE,TRUE,FALSE
POLR2I,TRUE,TRUE,FALSE
CLIP3,TRUE,TRUE,FALSE
ZFR2,TRUE,TRUE,FALSE
SLC1A5,TRUE,TRUE,FALSE
PRKD2,TRUE,TRUE,FALSE
TJP3,TRUE,TRUE,FALSE
APLP1,TRUE,TRUE,FALSE
CACTIN,TRUE,TRUE,FALSE
CCDC9,TRUE,TRUE,FALSE
HNRNPUL1,TRUE,TRUE,FALSE
FZR1,TRUE,TRUE,FALSE
BBC3,TRUE,TRUE,FALSE
TGFB1,TRUE,TRUE,FALSE
DENND3,TRUE,TRUE,FALSE
CEACAM4,TRUE,TRUE,FALSE
PLIN3,TRUE,TRUE,FALSE
MYH14,TRUE,TRUE,FALSE
SIGLEC8,TRUE,TRUE,FALSE
CD79A,TRUE,TRUE,FALSE
NKG7,TRUE,TRUE,FALSE
ICAM5,TRUE,TRUE,FALSE
ETFB,TRUE,TRUE,FALSE
CD33,TRUE,TRUE,FALSE
BABAM1,TRUE,TRUE,FALSE
TYK2,TRUE,TRUE,FALSE
CDC37,TRUE,TRUE,FALSE
NAPA,TRUE,TRUE,FALSE
RABAC1,TRUE,TRUE,FALSE
ATP1A3,TRUE,TRUE,FALSE
MEIS3,TRUE,TRUE,FALSE
PTPRS,TRUE,TRUE,FALSE
CNFN,TRUE,TRUE,FALSE
MEGF8,TRUE,TRUE,FALSE
KDELR1,TRUE,TRUE,FALSE
CYTH2,TRUE,TRUE,FALSE
GRWD1,TRUE,TRUE,FALSE
GRIN2D,TRUE,TRUE,FALSE
SYNGR4,TRUE,TRUE,FALSE
CLEC11A,TRUE,TRUE,FALSE
CCDC114,TRUE,TRUE,FALSE
CARD8,TRUE,TRUE,FALSE
LIG1,TRUE,TRUE,FALSE
ZNF175,TRUE,TRUE,FALSE
PLA2G4C,TRUE,TRUE,FALSE
HAS1,TRUE,TRUE,FALSE
RAB3D,TRUE,TRUE,FALSE
DBP,TRUE,TRUE,FALSE
TMEM205,TRUE,TRUE,FALSE
CAPS,TRUE,TRUE,FALSE
FAM83E,TRUE,TRUE,FALSE
RASIP1,TRUE,TRUE,FALSE
BCAT2,TRUE,TRUE,FALSE
MIER2,TRUE,TRUE,FALSE
PLEKHA4,TRUE,TRUE,FALSE
PPP2R1A,TRUE,TRUE,FALSE
TNPO2,TRUE,TRUE,FALSE
CACNG7,TRUE,TRUE,FALSE
GCDH,TRUE,TRUE,FALSE
LILRB5,TRUE,TRUE,FALSE
KLF1,TRUE,TRUE,FALSE
DNASE2,TRUE,TRUE,FALSE
MAST1,TRUE,TRUE,FALSE
LENG1,TRUE,TRUE,FALSE
PRPF31,TRUE,TRUE,FALSE
TFPT,TRUE,TRUE,FALSE
JAK3,TRUE,TRUE,FALSE
SLC5A5,TRUE,TRUE,FALSE
KCNN1,TRUE,TRUE,FALSE
ARRDC2,TRUE,TRUE,FALSE
RAB3A,TRUE,TRUE,FALSE
ISYNA1,TRUE,TRUE,FALSE
ELL,TRUE,TRUE,FALSE
CRTC1,TRUE,TRUE,FALSE
COMP,TRUE,TRUE,FALSE
UPK1A,TRUE,TRUE,FALSE
COPE,TRUE,TRUE,FALSE
DDX49,TRUE,TRUE,FALSE
ETV2,TRUE,TRUE,FALSE
ATP4A,TRUE,TRUE,FALSE
ARMC6,TRUE,TRUE,FALSE
TMEM147,TRUE,TRUE,FALSE
MAG,TRUE,TRUE,FALSE
TMEM59L,TRUE,TRUE,FALSE
HAMP,TRUE,TRUE,FALSE
USF2,TRUE,TRUE,FALSE
LSR,TRUE,TRUE,FALSE
KXD1,TRUE,TRUE,FALSE
FKBP8,TRUE,TRUE,FALSE
SUGP1,TRUE,TRUE,FALSE
HPN,TRUE,TRUE,FALSE
ZNF14,TRUE,TRUE,FALSE
SCN1B,TRUE,TRUE,FALSE
PBX4,TRUE,TRUE,FALSE
ERF,TRUE,TRUE,FALSE
GSK3A,TRUE,TRUE,FALSE
ATP13A1,TRUE,TRUE,FALSE
ZNF574,TRUE,TRUE,FALSE
GRIK5,TRUE,TRUE,FALSE
SIPA1L3,TRUE,TRUE,FALSE
ZNF85,TRUE,TRUE,FALSE
ETHE1,TRUE,TRUE,FALSE
CADM4,TRUE,TRUE,FALSE
SMG9,TRUE,TRUE,FALSE
AVL9,TRUE,TRUE,FALSE
RUNDC3B,TRUE,TRUE,FALSE
GTPBP10,TRUE,TRUE,FALSE
RASA4,TRUE,TRUE,FALSE
CDK6,TRUE,TRUE,FALSE
PMPCB,TRUE,TRUE,FALSE
DNAJC2,TRUE,TRUE,FALSE
TFPI2,TRUE,TRUE,FALSE
BET1,TRUE,TRUE,FALSE
NAMPT,TRUE,TRUE,FALSE
PIK3CG,TRUE,TRUE,FALSE
PON3,TRUE,TRUE,FALSE
PON2,TRUE,TRUE,FALSE
ITGB8,TRUE,TRUE,FALSE
HBP1,TRUE,TRUE,FALSE
DUS4L,TRUE,TRUE,FALSE
SP4,TRUE,TRUE,FALSE
WDR91,TRUE,TRUE,FALSE
DNAH11,TRUE,TRUE,FALSE
CBLL1,TRUE,TRUE,FALSE
DLX5,TRUE,TRUE,FALSE
MTPN,TRUE,TRUE,FALSE
STEAP1B,TRUE,TRUE,FALSE
PTN,TRUE,TRUE,FALSE
MPP6,TRUE,TRUE,FALSE
ATP6V0A4,TRUE,TRUE,FALSE
ZC3HAV1,TRUE,TRUE,FALSE
TTC26,TRUE,TRUE,FALSE
OGDH,TRUE,TRUE,FALSE
ADAP1,TRUE,TRUE,FALSE
TFEC,TRUE,TRUE,FALSE
CAV2,TRUE,TRUE,FALSE
CAV1,TRUE,TRUE,FALSE
MET,TRUE,TRUE,FALSE
RNF32,TRUE,TRUE,FALSE
LMBR1,TRUE,TRUE,FALSE
NHP2P1,TRUE,TRUE,FALSE
WNT2,TRUE,TRUE,FALSE
HOXA1,TRUE,TRUE,FALSE
DNAJB6,TRUE,TRUE,FALSE
HOXA2,TRUE,TRUE,FALSE
HOXA3,TRUE,TRUE,FALSE
LFNG,TRUE,TRUE,FALSE
HOXA5,TRUE,TRUE,FALSE
BRAT1,TRUE,TRUE,FALSE
IQCE,TRUE,TRUE,FALSE
ANKRD7,TRUE,TRUE,FALSE
VIPR2,TRUE,TRUE,FALSE
TSPAN12,TRUE,TRUE,FALSE
SSBP1,TRUE,TRUE,FALSE
HOXA13,TRUE,TRUE,FALSE
CPED1,TRUE,TRUE,FALSE
EVX1,TRUE,TRUE,FALSE
HIBADH,TRUE,TRUE,FALSE
TAX1BP1,TRUE,TRUE,FALSE
CPVL,TRUE,TRUE,FALSE
CHN2,TRUE,TRUE,FALSE
GRB10,TRUE,TRUE,FALSE
ABHD11,TRUE,TRUE,FALSE
COBL,TRUE,TRUE,FALSE
FKBP14,TRUE,TRUE,FALSE
PLEKHA8,TRUE,TRUE,FALSE
STX1A,TRUE,TRUE,FALSE
NOD1,TRUE,TRUE,FALSE
CRHR2,TRUE,TRUE,FALSE
EPHB6,TRUE,TRUE,FALSE
GHRHR,TRUE,TRUE,FALSE
NSUN5P2,TRUE,TRUE,FALSE
CASP2,TRUE,TRUE,FALSE
CHCHD2,TRUE,TRUE,FALSE
HSPB1,TRUE,TRUE,FALSE
NPTX2,TRUE,TRUE,FALSE
PDAP1,TRUE,TRUE,FALSE
BUD31,TRUE,TRUE,FALSE
PTCD1,TRUE,TRUE,FALSE
CYP3A5,TRUE,TRUE,FALSE
ZKSCAN1,TRUE,TRUE,FALSE
EIF3B,TRUE,TRUE,FALSE
SNX8,TRUE,TRUE,FALSE
NUDT1,TRUE,TRUE,FALSE
PTPRZ1,TRUE,TRUE,FALSE
TAF6,TRUE,TRUE,FALSE
WASL,TRUE,TRUE,FALSE
AIMP2,TRUE,TRUE,FALSE
TFR2,TRUE,TRUE,FALSE
FSCN3,TRUE,TRUE,FALSE
MOSPD3,TRUE,TRUE,FALSE
PCOLCE,TRUE,TRUE,FALSE
FBXO24,TRUE,TRUE,FALSE
PPP1R17,TRUE,TRUE,FALSE
RBM28,TRUE,TRUE,FALSE
USP42,TRUE,TRUE,FALSE
IMPDH1,TRUE,TRUE,FALSE
AGFG2,TRUE,TRUE,FALSE
LSM5,TRUE,TRUE,FALSE
SERPINE1,TRUE,TRUE,FALSE
AP1S1,TRUE,TRUE,FALSE
C1GALT1,TRUE,TRUE,FALSE
PLOD3,TRUE,TRUE,FALSE
RPA3,TRUE,TRUE,FALSE
ZNHIT1,TRUE,TRUE,FALSE
CLDN15,TRUE,TRUE,FALSE
GLCCI1,TRUE,TRUE,FALSE
PHF14,TRUE,TRUE,FALSE
NRF1,TRUE,TRUE,FALSE
TMEM106B,TRUE,TRUE,FALSE
EZH2,TRUE,TRUE,FALSE
CEP41,TRUE,TRUE,FALSE
ZNF862,TRUE,TRUE,FALSE
SFRP4,TRUE,TRUE,FALSE
MEST,TRUE,TRUE,FALSE
MEOX2,TRUE,TRUE,FALSE
ANKMY2,TRUE,TRUE,FALSE
ACTR3C,TRUE,TRUE,FALSE
POU6F2,TRUE,TRUE,FALSE
TSPAN13,TRUE,TRUE,FALSE
RARRES2,TRUE,TRUE,FALSE
AHR,TRUE,TRUE,FALSE
CHCHD3,TRUE,TRUE,FALSE
GIMAP2,TRUE,TRUE,FALSE
TMEM176B,TRUE,TRUE,FALSE
GLI3,TRUE,TRUE,FALSE
COA1,TRUE,TRUE,FALSE
BLVRA,TRUE,TRUE,FALSE
URGCP,TRUE,TRUE,FALSE
TMEM248,TRUE,TRUE,FALSE
STAG3L4,TRUE,TRUE,FALSE
RHEB,TRUE,TRUE,FALSE
PRKAG2,TRUE,TRUE,FALSE
AEBP1,TRUE,TRUE,FALSE
POLD2,TRUE,TRUE,FALSE
MYL7,TRUE,TRUE,FALSE
GCK,TRUE,TRUE,FALSE
BCL7B,TRUE,TRUE,FALSE
YKT6,TRUE,TRUE,FALSE
TBL2,TRUE,TRUE,FALSE
GALNTL5,TRUE,TRUE,FALSE
CLIP2,TRUE,TRUE,FALSE
EIF4H,TRUE,TRUE,FALSE
LIMK1,TRUE,TRUE,FALSE
SPATA6L,TRUE,TRUE,FALSE
SLC1A1,TRUE,TRUE,FALSE
LHX2,TRUE,TRUE,FALSE
FKTN,TRUE,TRUE,FALSE
FSD1L,TRUE,TRUE,FALSE
CNTNAP3,TRUE,TRUE,FALSE
SPIN1,TRUE,TRUE,FALSE
NMRK1,TRUE,TRUE,FALSE
TMEM245,TRUE,TRUE,FALSE
PRUNE2,TRUE,TRUE,FALSE
MEGF9,TRUE,TRUE,FALSE
TRIM14,TRUE,TRUE,FALSE
CORO2A,TRUE,TRUE,FALSE
TGFBR1,TRUE,TRUE,FALSE
SEC61B,TRUE,TRUE,FALSE
C5,TRUE,TRUE,FALSE
OGN,TRUE,TRUE,FALSE
ASPN,TRUE,TRUE,FALSE
ECM2,TRUE,TRUE,FALSE
TLE4,TRUE,TRUE,FALSE
LHX6,TRUE,TRUE,FALSE
PTGR1,TRUE,TRUE,FALSE
SUSD1,TRUE,TRUE,FALSE
AMBP,TRUE,TRUE,FALSE
AKNA,TRUE,TRUE,FALSE
TNFSF8,TRUE,TRUE,FALSE
DNM1,TRUE,TRUE,FALSE
ENG,TRUE,TRUE,FALSE
AK1,TRUE,TRUE,FALSE
CDC37L1,TRUE,TRUE,FALSE
RLN2,TRUE,TRUE,FALSE
RLN1,TRUE,TRUE,FALSE
PLGRKT,TRUE,TRUE,FALSE
TBC1D13,TRUE,TRUE,FALSE
